City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,vila franca do campo,37.7167,-25.4333,18.27,99,100,7.85,PT,2023-12-10
302,port douglas,-16.4833,145.4667,28.76,61,84,5.2,AU,2023-12-10
303,alesund,62.4723,6.1549,3.52,73,98,2.57,NO,2023-12-10
304,ambovombe,-25.1667,46.0833,21.39,87,0,0.84,MG,2023-12-10
305,al hufuf,25.3646,49.5653,14.19,44,0,0.0,SA,2023-12-10
306,union gap,46.5574,-120.4751,1.24,92,100,1.46,US,2023-12-10
307,kzyltu,53.6364,72.3414,-25.82,98,96,3.46,KZ,2023-12-10
308,sao vicente,-23.9631,-46.3919,23.1,59,100,1.34,BR,2023-12-10
309,eydhafushi,5.1033,73.0708,28.54,78,64,4.52,MV,2023-12-10
310,georgetown,5.4112,100.3354,28.96,83,20,2.06,MY,2023-12-10
311,port louis,-20.1619,57.4989,25.79,90,100,4.5,MU,2023-12-10
312,codrington,-38.2667,141.9667,16.3,59,99,8.75,AU,2023-12-10
313,karratha,-20.7377,116.8463,31.67,22,12,10.81,AU,2023-12-10
314,waddan,29.1614,16.139,12.9,67,58,3.25,LY,2023-12-10
315,ghat,24.9647,10.1728,9.87,53,0,4.45,LY,2023-12-10
316,salekhard,66.53,66.6019,-26.78,100,96,1.84,RU,2023-12-10
317,uthal,25.8072,66.6219,18.22,43,1,0.88,PK,2023-12-10
318,polyarnyy,69.1989,33.4478,-13.86,93,69,7.21,RU,2023-12-10
319,fortuna,40.5982,-124.1573,8.88,87,0,0.0,US,2023-12-10
320,holdrege,40.4403,-99.3698,-0.4,50,0,3.6,US,2023-12-10
321,aswan,24.0934,32.907,15.61,41,0,3.09,EG,2023-12-10
322,puerto ayora,-0.7393,-90.3518,24.19,96,40,1.34,EC,2023-12-10
323,minas de marcona,-15.2119,-75.1103,15.45,79,100,4.64,PE,2023-12-10
324,benguela,-12.5763,13.4055,26.72,83,100,0.67,AO,2023-12-10
325,iskateley,67.6803,53.1512,-27.21,92,12,2.68,RU,2023-12-10
326,coxim,-18.5067,-54.76,28.87,62,99,1.55,BR,2023-12-10
327,tyukalinsk,55.8732,72.1967,-30.69,100,92,1.86,RU,2023-12-10
328,la sarre,48.8002,-79.1996,6.55,90,100,9.99,CA,2023-12-10
329,sallisaw,35.4604,-94.7875,9.82,56,0,3.09,US,2023-12-10
330,udachny,66.4167,112.4,-29.2,82,100,2.16,RU,2023-12-10
331,yendi,9.4427,-0.0099,24.77,16,60,2.26,GH,2023-12-10
332,mae sai,20.4335,99.8762,23.22,82,9,0.16,TH,2023-12-10
333,ambalangoda,6.2355,80.0538,25.85,85,19,1.39,LK,2023-12-10
334,pacific grove,36.6177,-121.9166,13.16,69,0,5.81,US,2023-12-10
335,saint-philippe,-21.3585,55.7679,23.77,86,59,4.65,RE,2023-12-10
336,koryazhma,61.3143,47.1691,-23.94,98,10,1.8,RU,2023-12-10
337,shubarshi,48.5872,57.1869,-11.34,45,100,5.92,KZ,2023-12-10
338,princeville,45.7668,-61.2985,1.41,92,100,2.57,CA,2023-12-10
339,portland,45.5234,-122.6762,6.27,94,100,5.66,US,2023-12-10
340,san lucas ojitlan,18.0667,-96.3833,23.01,90,100,0.61,MX,2023-12-10
341,savanna-la-mar,18.219,-78.1332,25.97,88,8,2.97,JM,2023-12-10
342,les anglais,18.3054,-74.2197,25.64,82,0,0.76,HT,2023-12-10
343,mont-dore,-22.2833,166.5833,30.99,99,100,7.99,NC,2023-12-10
344,adelaide,-34.9333,138.6,15.09,82,75,7.72,AU,2023-12-10
345,inyonga,-6.7167,32.0667,17.72,96,93,0.72,TZ,2023-12-10
346,champerico,14.3,-91.9167,26.9,76,64,2.89,GT,2023-12-10
347,port alfred,-33.5906,26.891,13.99,93,100,0.89,ZA,2023-12-10
348,ngama,11.7833,17.1667,20.18,16,100,3.37,TD,2023-12-10
349,xining,36.6167,101.7667,-0.03,43,97,0.59,CN,2023-12-10
350,puerto la cruz,10.2167,-64.6167,25.03,90,21,1.71,VE,2023-12-10
351,alice springs,-23.7,133.8833,14.75,82,100,8.23,AU,2023-12-10
352,rio preto da eva,-2.6994,-59.6997,24.78,86,96,0.8,BR,2023-12-10
353,al mindak,20.1588,41.2834,11.78,37,4,2.4,SA,2023-12-10
354,alpena,45.0617,-83.4327,7.18,74,100,4.12,US,2023-12-10
355,ostersund,63.1792,14.6357,-2.99,100,20,6.69,SE,2023-12-10
356,caibarien,22.5206,-79.4669,22.62,76,100,6.93,CU,2023-12-10
357,kombissiri,12.0656,-1.3375,21.99,15,38,3.6,BF,2023-12-10
358,malvan,16.0667,73.4667,25.42,65,15,2.48,IN,2023-12-10
359,mahibadhoo,3.7833,72.9667,28.41,74,83,4.05,MV,2023-12-10
360,labytnangi,66.6572,66.4183,-27.84,100,79,1.08,RU,2023-12-10
361,arvika,59.6553,12.5852,-0.66,95,98,3.53,SE,2023-12-10
362,buka,40.8108,69.1986,-1.56,82,6,2.5,UZ,2023-12-10
363,vigan,17.5747,120.3869,30.52,75,10,1.77,PH,2023-12-10
364,northam,51.0333,-4.2167,12.03,85,99,9.38,GB,2023-12-10
365,volksrust,-27.3654,29.8818,13.19,90,95,1.06,ZA,2023-12-10
366,jiwani,25.05,61.7417,23.38,38,44,1.46,PK,2023-12-10
367,khandyga,62.6667,135.6,-32.04,96,100,1.17,RU,2023-12-10
368,kingston,17.997,-76.7936,26.53,83,20,1.03,JM,2023-12-10
369,north platte,41.1239,-100.7654,-2.57,59,0,2.06,US,2023-12-10
370,nasiriyah,31.0521,46.261,18.84,48,80,3.31,IQ,2023-12-10
371,hofors,60.5457,16.2867,-1.9,97,98,2.64,SE,2023-12-10
372,'ali al gharbi,32.4633,46.6864,17.95,47,16,4.18,IQ,2023-12-10
373,igarka,67.4667,86.5833,-41.39,100,87,2.0,RU,2023-12-10
374,seririt,-8.1928,114.9388,31.34,60,16,1.86,ID,2023-12-10
375,iwanai,42.9744,140.5089,-0.82,66,100,7.85,JP,2023-12-10
376,santo angelo,-28.2992,-54.2631,19.86,86,6,3.25,BR,2023-12-10
377,khedbrahma,24.0333,73.05,16.86,58,5,1.91,IN,2023-12-10
378,larache,35.1932,-6.1557,16.39,75,54,4.36,MA,2023-12-10
379,meadow lake,34.8014,-106.5436,1.28,42,0,1.06,US,2023-12-10
380,dudinka,69.4058,86.1778,-31.85,96,99,1.34,RU,2023-12-10
381,gushu,31.5598,118.4829,11.99,75,86,6.12,CN,2023-12-10
382,ha tien,10.3833,104.4833,27.21,78,83,1.82,VN,2023-12-10
383,mil'kovo,55.6078,37.7956,-12.59,94,100,5.16,RU,2023-12-10
384,biloela,-24.4167,150.5,33.26,28,0,7.87,AU,2023-12-10
385,st. john's,47.5649,-52.7093,2.1,87,75,9.26,CA,2023-12-10
386,carbonear,47.7332,-53.2148,3.01,86,96,8.51,CA,2023-12-10
387,sidi bel abbes,35.1899,-0.6309,7.5,66,23,2.93,DZ,2023-12-10
388,jining,35.405,116.5814,7.08,44,100,7.2,CN,2023-12-10
389,imperatriz,-5.5264,-47.4917,24.22,89,19,0.93,BR,2023-12-10
390,la romana,18.4273,-68.9728,25.2,94,20,0.0,DO,2023-12-10
391,bandar lampung,-5.4254,105.258,28.26,69,100,3.93,ID,2023-12-10
392,warrnambool,-38.3833,142.4833,16.13,64,100,7.1,AU,2023-12-10
393,zalingei,12.9096,23.4741,18.98,25,92,1.01,SD,2023-12-10
394,ain sefra,32.75,-0.5833,8.4,67,78,1.75,DZ,2023-12-10
395,oromocto,45.8351,-66.4792,2.62,85,100,1.54,CA,2023-12-10
396,anadyr,64.75,177.4833,-25.72,76,78,3.0,RU,2023-12-10
397,buala,-8.145,159.5921,29.05,75,100,2.33,SB,2023-12-10
398,kismayo,-0.3582,42.5454,26.85,75,16,4.87,SO,2023-12-10
399,as suwayq,23.8494,57.4386,21.2,67,3,1.19,OM,2023-12-10
400,north bondi,-33.8824,151.2769,27.97,83,75,8.23,AU,2023-12-10
401,sabang,5.8933,95.3214,27.17,77,99,1.61,ID,2023-12-10
402,nuku'alofa,-21.1333,-175.2,24.19,88,75,3.6,TO,2023-12-10
403,shijiang,27.0819,110.7933,19.3,86,90,2.39,CN,2023-12-10
404,selfoss,63.9331,-20.9971,-6.09,66,14,3.45,IS,2023-12-10
405,rio grande,-32.035,-52.0986,19.97,76,11,8.24,BR,2023-12-10
406,malango,-2.9627,119.9001,28.48,57,63,0.76,ID,2023-12-10
407,boli,45.7667,130.5167,-17.51,65,0,6.83,CN,2023-12-10
408,sao gabriel da cachoeira,-0.1303,-67.0892,23.59,99,100,0.29,BR,2023-12-10
409,boma,7.0805,-2.1697,20.68,55,44,0.85,GH,2023-12-10
410,mondlo,-27.983,30.7177,17.25,95,100,2.64,ZA,2023-12-10
411,manzhouli,49.6,117.4333,-25.12,89,6,4.61,CN,2023-12-10
412,leua,48.2156,18.6071,-0.53,94,100,5.3,SK,2023-12-10
413,biltine,14.5333,20.9167,20.06,13,100,2.45,TD,2023-12-10
414,kosh-agach,50.0,88.6667,-30.94,93,89,0.89,RU,2023-12-10
415,munnerstadt,50.25,10.1833,8.64,82,100,6.51,DE,2023-12-10
416,peebles,55.6519,-3.1888,6.12,99,100,1.41,GB,2023-12-10
417,boonville,38.9736,-92.7432,6.44,65,100,4.63,US,2023-12-10
418,gevas,38.2968,43.1083,5.78,86,80,2.94,TR,2023-12-10
419,arroyito,-31.4202,-63.05,18.95,52,1,2.39,AR,2023-12-10
420,tommot,58.9564,126.2925,-29.63,93,100,4.41,RU,2023-12-10
421,qui nhon,13.7667,109.2333,25.08,76,19,0.98,VN,2023-12-10
422,lompoc,34.6391,-120.4579,16.12,65,0,4.47,US,2023-12-10
423,kota kinabalu,5.9749,116.0724,30.99,74,20,1.03,MY,2023-12-10
424,monrovia,6.3005,-10.7969,26.69,84,12,2.39,LR,2023-12-10
425,wynyard,-41.0,145.7167,16.51,62,86,3.56,AU,2023-12-10
426,taro,-8.3862,115.28,25.0,58,16,1.47,ID,2023-12-10
427,sorong,-0.8833,131.25,28.76,72,100,2.65,ID,2023-12-10
428,as sulayyil,20.4607,45.5779,14.14,37,3,2.66,SA,2023-12-10
429,mirny,62.5353,113.9611,-27.78,96,100,3.57,RU,2023-12-10
430,qaqortoq,60.7167,-46.0333,-5.12,75,100,2.78,GL,2023-12-10
431,mitsamiouli,-11.3847,43.2844,27.55,81,64,5.8,KM,2023-12-10
432,noumea,-22.2763,166.4572,30.99,99,100,9.62,NC,2023-12-10
433,rikaze,29.25,88.8833,-3.0,51,0,2.17,CN,2023-12-10
434,kataba,13.9833,44.3833,11.15,45,37,1.26,YE,2023-12-10
435,achacachi,-16.05,-68.6833,7.69,81,99,4.27,BO,2023-12-10
436,at-bashi,41.1702,75.8106,-8.5,86,100,0.45,KG,2023-12-10
437,krasnyy chikoy,50.3643,108.7512,-24.4,89,18,0.95,RU,2023-12-10
438,kapa'a,22.0752,-159.319,26.99,76,0,3.6,US,2023-12-10
439,namdrik,5.5994,168.1028,27.98,79,23,6.55,MH,2023-12-10
440,altamont,42.2068,-121.7372,-0.09,80,0,1.54,US,2023-12-10
441,belaguntha,19.8833,84.65,20.37,65,6,0.95,IN,2023-12-10
442,enid,36.3956,-97.8784,4.82,44,0,6.17,US,2023-12-10
443,san javier,37.8063,-0.8374,18.15,62,23,2.24,ES,2023-12-10
444,saryozek,44.3583,77.9753,-10.02,90,76,2.87,KZ,2023-12-10
445,cowra,-33.8333,148.6833,38.12,23,97,4.37,AU,2023-12-10
446,tucurui,-3.7661,-49.6725,26.25,78,98,1.35,BR,2023-12-10
447,murzuq,25.9155,13.9184,10.85,56,3,6.48,LY,2023-12-10
448,yanam,16.7333,82.2167,22.94,88,5,1.9,IN,2023-12-10
449,saldanha,-33.0117,17.9442,14.03,86,0,6.62,ZA,2023-12-10
450,ouddorp,51.8117,3.9347,10.99,73,100,19.65,NL,2023-12-10
451,nuriootpa,-34.4833,139.0,13.61,72,100,8.38,AU,2023-12-10
452,arrifes,37.7667,-25.7,17.18,94,75,7.72,PT,2023-12-10
453,kapit,2.0167,112.9333,22.84,99,100,0.34,MY,2023-12-10
454,bridgewater,44.3835,-64.5155,2.82,80,100,0.0,CA,2023-12-10
455,tekeli,44.83,78.8239,-14.04,76,2,4.56,KZ,2023-12-10
456,yaren,-0.5472,166.916,28.39,75,96,3.6,NR,2023-12-10
457,saint-felicien,48.6501,-72.4491,-1.62,86,100,2.57,CA,2023-12-10
458,lautoka,-17.6167,177.4667,30.92,51,40,5.66,FJ,2023-12-10
459,shingu,33.7333,135.9833,18.54,49,0,0.86,JP,2023-12-10
460,puerto cabezas,14.0351,-83.3888,25.59,88,65,5.23,NI,2023-12-10
461,gakem,6.7658,8.9881,23.39,37,0,3.06,NG,2023-12-10
462,kuruman,-27.4524,23.4325,18.33,59,61,5.86,ZA,2023-12-10
463,es castell,39.8795,4.2854,14.38,94,20,3.09,ES,2023-12-10
464,solnechnyy,50.7214,136.6319,-17.5,84,100,1.88,RU,2023-12-10
465,mungwi,-10.1732,31.3694,16.65,93,77,1.43,ZM,2023-12-10
466,vaasa,63.096,21.6158,-9.41,87,100,3.58,FI,2023-12-10
467,porto novo,6.4965,2.6036,27.9,86,2,1.92,BJ,2023-12-10
468,masterton,-40.9597,175.6575,14.38,98,100,3.97,NZ,2023-12-10
469,shitanjing,39.2342,106.3439,1.49,30,100,0.42,CN,2023-12-10
470,el granada,37.5027,-122.4694,13.53,62,0,2.57,US,2023-12-10
471,port blair,11.6667,92.75,26.02,94,20,1.03,IN,2023-12-10
472,west bay,19.3667,-81.4167,27.22,84,20,3.09,KY,2023-12-10
473,mao,39.8885,4.2658,14.31,94,20,3.09,ES,2023-12-10
474,hobyo,5.3505,48.5268,26.59,77,75,8.16,SO,2023-12-10
475,lucapa,-8.4192,20.7447,17.32,98,98,0.72,AO,2023-12-10
476,kapuskasing,49.4169,-82.4331,2.0,100,100,4.63,CA,2023-12-10
477,sao joao da ponte,-15.9292,-44.0078,23.65,59,97,2.47,BR,2023-12-10
478,moshkovo,55.3053,83.6104,-25.16,91,100,2.04,RU,2023-12-10
479,beyneu,45.3167,55.2,-1.85,66,100,10.1,KZ,2023-12-10
480,timimoun,29.2639,0.231,12.21,40,6,3.09,DZ,2023-12-10
481,cricova,47.1389,28.8619,-2.2,99,100,0.38,MD,2023-12-10
482,taunggyi,20.7833,97.0333,17.2,84,11,0.57,MM,2023-12-10
483,beau vallon,-20.4189,57.6953,25.68,94,40,5.14,MU,2023-12-10
484,kourou,5.1552,-52.6478,25.03,88,11,2.6,GF,2023-12-10
485,touros,-5.1989,-35.4608,26.48,73,71,6.58,BR,2023-12-10
486,rolla,37.9514,-91.7713,7.08,56,100,7.2,US,2023-12-10
487,jindabyne,-36.4167,148.6333,28.92,40,82,1.55,AU,2023-12-10
488,calama,-22.4667,-68.9333,18.27,16,0,4.12,CL,2023-12-10
489,wau,7.7029,27.9953,24.08,26,52,1.49,SS,2023-12-10
490,koungheul,13.9833,-14.8,24.81,14,25,4.28,SN,2023-12-10
491,angaur state,6.906,134.13,28.96,74,82,6.17,PW,2023-12-10
492,itapage,-3.6867,-39.5861,24.22,82,68,3.04,BR,2023-12-10
493,salalah,17.0151,54.0924,21.05,56,0,1.54,OM,2023-12-10
494,stuttgart,48.7823,9.177,10.32,79,75,3.6,DE,2023-12-10
495,atambua,-9.1061,124.8925,29.53,63,49,2.05,ID,2023-12-10
496,alo,7.4178,6.7371,24.58,40,0,1.62,NG,2023-12-10
497,les avirons,-21.2418,55.3394,22.05,73,0,3.09,RE,2023-12-10
498,rio gallegos,-51.6226,-69.2181,11.03,82,100,4.12,AR,2023-12-10
499,fort st. john,56.2499,-120.8529,-5.06,68,75,4.63,CA,2023-12-10
500,quellon,-43.1167,-73.6167,11.82,84,100,2.88,CL,2023-12-10
501,kolyvan',55.3053,82.7391,-29.21,92,100,2.41,RU,2023-12-10
502,mogadishu,2.0371,45.3438,26.67,78,15,6.22,SO,2023-12-10
503,palmer,42.1584,-72.3287,8.84,84,75,0.0,US,2023-12-10
504,otjiwarongo,-20.4637,16.6477,20.29,32,5,3.28,NA,2023-12-10
505,mossel bay,-34.1831,22.146,14.96,79,16,2.57,ZA,2023-12-10
506,smithers,54.7804,-127.1743,-1.82,86,100,3.6,CA,2023-12-10
507,aquiraz,-3.9014,-38.3911,28.91,78,60,4.92,BR,2023-12-10
508,borskoye,53.0333,51.7167,-16.66,84,100,3.74,RU,2023-12-10
509,giridih,24.1833,86.3,16.23,56,0,2.7,IN,2023-12-10
510,atlantic city,39.3643,-74.4229,11.11,89,75,2.57,US,2023-12-10
511,borodino,55.9106,94.8983,-37.62,100,65,0.44,RU,2023-12-10
512,trinidad,-14.8333,-64.9,25.73,74,20,1.77,BO,2023-12-10
513,saint-pierre,-21.3393,55.4781,23.82,73,0,3.09,RE,2023-12-10
514,kirakira,-10.4544,161.9205,26.58,83,100,1.31,SB,2023-12-10
515,balabac,7.9868,117.0645,28.41,77,100,5.98,PH,2023-12-10
516,center,31.5107,-96.4247,15.45,46,72,2.68,US,2023-12-10
517,coquimbo,-29.9533,-71.3436,15.85,88,0,2.57,CL,2023-12-10
518,natal,-5.795,-35.2094,27.12,78,20,4.63,BR,2023-12-10
519,ryotsu-minato,38.0833,138.4333,11.8,75,100,3.65,JP,2023-12-10
520,florida,28.7505,-82.5001,21.67,87,100,0.0,US,2023-12-10
521,ramadi,33.4226,43.3058,16.73,50,21,3.24,IQ,2023-12-10
522,urumqi,43.801,87.6005,-9.47,93,75,1.0,CN,2023-12-10
523,laojunmiao,39.8333,97.7333,-2.25,42,100,1.17,CN,2023-12-10
524,sitka,57.0531,-135.33,3.94,87,100,0.0,US,2023-12-10
525,camana,-16.6228,-72.7111,19.79,82,97,1.58,PE,2023-12-10
526,pokachi,61.7198,75.3683,-32.57,98,43,3.31,RU,2023-12-10
527,simpang,-1.2667,104.0833,26.98,86,100,1.23,ID,2023-12-10
528,shibetsu,43.659,145.132,5.39,56,20,2.06,JP,2023-12-10
529,nar'yan-mar,67.6713,53.087,-27.16,92,12,2.68,RU,2023-12-10
530,alaghsas,17.0187,8.0168,18.56,19,2,2.89,NE,2023-12-10
531,independencia,-5.3964,-40.3086,28.47,53,45,3.04,BR,2023-12-10
532,mount pearl,47.5166,-52.7813,1.64,88,75,9.26,CA,2023-12-10
533,richmond,37.5538,-77.4603,13.49,85,40,2.06,US,2023-12-10
534,singleton,-32.5667,151.1833,34.43,61,61,2.68,AU,2023-12-10
535,kalianget,-7.05,113.9333,28.89,71,98,2.03,ID,2023-12-10
536,petauke,-14.2426,31.3253,22.18,65,100,2.69,ZM,2023-12-10
537,lida,53.8833,25.2997,-3.26,95,100,5.04,BY,2023-12-10
538,crane,31.3974,-102.3501,7.03,41,0,9.16,US,2023-12-10
539,howrah,22.5892,88.3103,18.0,88,2,0.0,IN,2023-12-10
540,san julian,21.0167,-102.1667,15.43,49,14,2.21,MX,2023-12-10
541,rye,40.9807,-73.6837,11.21,90,0,0.0,US,2023-12-10
542,planadas,3.197,-75.6451,26.24,93,99,2.35,CO,2023-12-10
543,katsuura,35.1333,140.3,16.76,43,0,1.14,JP,2023-12-10
544,repatriacion,-25.5333,-55.95,23.39,96,99,1.66,PY,2023-12-10
545,velizh,55.6056,31.1967,-10.0,95,100,3.29,RU,2023-12-10
546,santa barbara,34.7333,-120.0343,13.79,47,0,0.0,US,2023-12-10
547,island harbour,50.724,-1.2758,10.52,84,2,3.58,GB,2023-12-10
548,mugia,43.1041,-9.2179,17.73,97,100,9.56,ES,2023-12-10
549,antofagasta,-23.65,-70.4,17.6,80,56,1.43,CL,2023-12-10
550,san mariano,7.5,126.0,27.37,79,64,2.63,PH,2023-12-10
551,al wukayr,25.1508,51.5378,20.01,83,5,2.06,QA,2023-12-10
552,westport,41.1415,-73.3579,10.11,90,0,2.06,US,2023-12-10
553,bahia blanca,-38.7196,-62.2724,21.29,58,0,5.14,AR,2023-12-10
554,"laikit, laikit ii (dimembe)",1.4792,124.9735,30.47,58,20,1.54,ID,2023-12-10
555,ciudad melchor muzquiz,27.8833,-101.5167,15.72,18,0,6.14,MX,2023-12-10
556,marabba,12.35,32.1833,23.81,25,8,3.53,SD,2023-12-10
557,neiafu,-18.65,-173.9833,28.38,74,75,5.14,TO,2023-12-10
558,barreiras,-12.1528,-44.99,26.34,50,100,0.33,BR,2023-12-10
559,pasuquin,18.3328,120.6177,28.97,84,75,2.06,PH,2023-12-10
560,roxas,11.5853,122.7511,27.3,82,100,5.68,PH,2023-12-10
561,greymouth,-42.4667,171.2,15.51,56,2,7.04,NZ,2023-12-10
562,tavira,37.1273,-7.6486,12.93,87,97,1.33,PT,2023-12-10
563,san pedro pochutla,15.7333,-96.4667,26.84,81,96,1.07,MX,2023-12-10
564,abepura,-2.6333,140.5833,26.45,83,40,4.12,ID,2023-12-10
565,rongelap,11.1635,166.8941,27.54,72,84,7.83,MH,2023-12-10
566,igrim,63.1906,64.4162,-33.26,99,25,1.5,RU,2023-12-10
567,batyrevo,55.0675,47.6111,-21.66,91,84,3.27,RU,2023-12-10
568,hargeysa,9.56,44.065,12.89,90,1,4.66,SO,2023-12-10
569,manta,-0.95,-80.7333,25.88,78,40,5.14,EC,2023-12-10
570,moree,-29.4667,149.85,34.24,24,0,5.4,AU,2023-12-10
571,vernon,50.2581,-119.2691,1.83,91,100,5.66,CA,2023-12-10
572,shantobe,52.4581,68.1839,-33.4,100,81,2.06,KZ,2023-12-10
573,klyuchi,52.2667,79.1667,-20.99,75,59,1.6,RU,2023-12-10
574,manokwari,-0.8667,134.0833,28.9,72,86,4.1,ID,2023-12-10
575,canico,32.6333,-16.85,22.06,56,75,3.09,PT,2023-12-10
576,boundiali,9.5217,-6.4869,22.18,20,86,1.82,CI,2023-12-10
577,inverell,-29.7833,151.1167,35.93,23,0,2.68,AU,2023-12-10
578,comilla,23.4578,91.2044,18.02,80,2,1.45,BD,2023-12-10
579,bo rai,12.5728,102.5371,27.03,66,42,0.52,TH,2023-12-10
580,broken hill,-31.95,141.4333,35.72,21,5,3.55,AU,2023-12-10
581,prince rupert,54.3161,-130.3201,8.05,76,100,13.89,CA,2023-12-10
582,mahanje,-9.9333,35.3333,18.26,96,90,0.94,TZ,2023-12-10
583,noshiro,40.2039,140.0242,8.46,69,92,4.86,JP,2023-12-10
584,louga,58.7372,29.8453,-9.04,94,100,3.98,RU,2023-12-10
585,kashmar,35.2383,58.4656,7.33,42,37,1.42,IR,2023-12-10
586,san jeronimo de juarez,17.1333,-100.4667,25.87,79,100,2.5,MX,2023-12-10
587,orcopampa,-15.2661,-72.3417,11.49,69,69,1.68,PE,2023-12-10
588,ierapetra,35.01,25.7353,13.97,69,100,1.79,GR,2023-12-10
589,borzya,50.3833,116.5167,-29.13,96,22,1.2,RU,2023-12-10
590,tamanrasset,22.785,5.5228,8.95,27,0,1.03,DZ,2023-12-10
591,ancud,-41.8697,-73.8203,10.93,93,96,1.68,CL,2023-12-10
592,mazagao,-0.115,-51.2894,29.03,80,85,2.18,BR,2023-12-10
593,kochenevo,55.0218,82.202,-29.34,92,100,2.36,RU,2023-12-10
594,ankang,32.68,109.0172,11.03,71,98,3.43,CN,2023-12-10
595,pedro carbo,-1.8333,-80.2333,25.84,77,55,1.79,EC,2023-12-10
596,inverloch,-38.6333,145.7167,21.35,69,96,5.81,AU,2023-12-10
597,paarl,-33.7338,18.9752,17.23,80,0,3.69,ZA,2023-12-10
598,jeddah,21.5169,39.2192,25.92,73,0,0.0,SA,2023-12-10
599,juneau,58.3019,-134.4197,0.23,97,100,1.54,US,2023-12-10
600,chandler,33.3062,-111.8412,16.87,17,27,0.45,US,2023-12-10
601,simanggang,1.2472,111.4528,25.99,89,20,3.09,MY,2023-12-10
602,tobruk,32.0836,23.9764,16.62,56,100,3.79,LY,2023-12-10
603,taghazout,30.5426,-9.7112,14.43,53,0,1.14,MA,2023-12-10
604,puerto leguizamo,-0.1934,-74.7819,23.07,98,100,0.59,CO,2023-12-10
605,villa la angostura,-40.7617,-71.6463,7.0,88,53,2.19,AR,2023-12-10
